_id,ltable_id,rtable_id,name_name_jac_qgm_3_qgm_3,name_name_cos_dlm_dc0_dlm_dc0,name_name_jac_dlm_dc0_dlm_dc0,name_name_mel,name_name_lev_dist,name_name_lev_sim,name_name_nmw,name_name_sw,category_1_category_1_jac_qgm_3_qgm_3,category_1_category_1_cos_dlm_dc0_dlm_dc0,category_1_category_1_jac_dlm_dc0_dlm_dc0,category_1_category_1_mel,category_1_category_1_lev_dist,category_1_category_1_lev_sim,category_1_category_1_nmw,category_1_category_1_sw,category_2_category_2_jac_qgm_3_qgm_3,category_2_category_2_cos_dlm_dc0_dlm_dc0,category_2_category_2_jac_dlm_dc0_dlm_dc0,category_2_category_2_mel,category_2_category_2_lev_dist,category_2_category_2_lev_sim,category_2_category_2_nmw,category_2_category_2_sw,address_address_jac_qgm_3_qgm_3,address_address_cos_dlm_dc0_dlm_dc0,address_address_jac_dlm_dc0_dlm_dc0,address_address_mel,address_address_lev_dist,address_address_lev_sim,address_address_nmw,address_address_sw,city_city_jac_qgm_3_qgm_3,city_city_cos_dlm_dc0_dlm_dc0,city_city_jac_dlm_dc0_dlm_dc0,city_city_mel,city_city_lev_dist,city_city_lev_sim,city_city_nmw,city_city_sw,zipcode_zipcode_exm,zipcode_zipcode_anm,zipcode_zipcode_lev_dist,zipcode_zipcode_lev_sim,phone_phone_exm,phone_phone_anm,phone_phone_lev_dist,phone_phone_lev_sim,lev_ws_price+rating,predicted
26695,a1034,b2421,0.13793103448275862,0.40824829046386296,0.25,0.6538158059120178,13.0,0.3157894736842105,-3.0,5.0,0.5384615384615384,0.0,0.0,0.9166666865348816,1.0,0.875,7.0,7.0,0.0,0.0,0.0,0.4476190507411957,6.0,0.1428571428571429,-1.0,1.0,0.5555555555555556,0.75,0.6,0.9000000357627869,2.0,0.8333333333333334,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,0.9997451161024336,6.0,0.5,0.875,0
26796,a1035,b1896,0.16666666666666666,0.35355339059327373,0.2,0.619408369064331,14.0,0.33333333333333337,-3.0,6.0,0.5384615384615384,0.0,0.0,0.9166666865348816,1.0,0.875,7.0,7.0,0.11764705882352941,0.0,0.0,0.6499999761581421,6.0,0.4,-1.0,4.0,0.5555555555555556,0.75,0.6,0.8400000333786011,2.0,0.8333333333333334,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,0.9997472299948708,4.0,0.6666666666666667,0.875,0
26809,a1035,b2411,0.09523809523809523,0.0,0.0,0.545634925365448,15.0,0.2857142857142857,6.0,6.0,0.0,0.0,0.0,0.4722222089767456,8.0,0.0,0.0,2.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.3333333333333333,0.5,0.3333333333333333,0.8416666388511658,4.0,0.6666666666666667,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,0.999747962680315,5.0,0.5833333333333333,0.75,0
26810,a1035,b2414,0.02857142857142857,0.0,0.0,0.4437229335308075,15.0,0.2857142857142857,-4.0,3.0,0.13599299410434917,0.0,0.0,0.5613306818621457,6.794420861127956,0.3283460442915137,0.04244996967859309,3.0739842328684053,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.6470588235294118,0.75,0.6,0.9555555582046509,1.0,0.9166666666666666,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.5,0.875,0
26932,a1036,b2497,0.018867924528301886,0.0,0.0,0.5779914259910583,21.0,0.1923076923076923,2.0,5.0,0.5384615384615384,0.0,0.0,0.9166666865348816,1.0,0.875,7.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,-1.0,0.0,0.47368421052631576,0.75,0.6,0.8888888955116272,2.0,0.8333333333333334,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.5,0.875,0
27028,a1037,b1896,0.3888888888888889,0.4999999999999999,0.3333333333333333,0.8363636136054993,4.0,0.6363636363636364,7.0,7.0,0.5384615384615384,0.0,0.0,0.9166666865348816,1.0,0.875,7.0,7.0,0.11764705882352941,0.0,0.0,0.6499999761581421,6.0,0.4,-1.0,4.0,0.5555555555555556,0.75,0.6,0.9000000357627869,2.0,0.8333333333333334,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,0.9997068861012319,6.0,0.5,0.875,0
27033,a1037,b2060,0.3333333333333333,0.7071067811865475,0.5,0.8909090757369995,6.0,0.4545454545454546,-1.0,5.0,0.13599299410434917,0.0,0.0,0.5613306818621457,6.794420861127956,0.3283460442915137,0.04244996967859309,3.0739842328684053,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,12.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
27042,a1037,b2414,0.13043478260869565,0.0,0.0,0.6969696879386902,7.0,0.36363636363636365,2.0,4.0,0.13599299410434917,0.0,0.0,0.5613306818621457,6.794420861127956,0.3283460442915137,0.04244996967859309,3.0739842328684053,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.5555555555555556,0.75,0.6,0.8400000333786011,2.0,0.8333333333333334,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.5833333333333333,0.75,0
27223,a1039,b695,0.02040816326530612,0.0,0.0,0.5506535768508911,28.0,0.17647058823529416,-16.0,3.0,0.5384615384615384,0.0,0.0,0.9166666865348816,1.0,0.875,7.0,7.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.5555555555555556,0.75,0.6,0.9000000357627869,2.0,0.8333333333333334,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.6666666666666667,1.0,0
27260,a1039,b1896,0.06666666666666667,0.0,0.0,0.5291889309883118,28.0,0.17647058823529416,-17.0,4.0,0.5384615384615384,0.0,0.0,0.9166666865348816,1.0,0.875,7.0,7.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.6470588235294118,0.75,0.6,0.9555555582046509,1.0,0.9166666666666666,11.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,0.9997455611475067,5.0,0.5833333333333333,0.75,0
27337,a1040,b642,0.2,0.40824829046386296,0.25,0.48322439193725586,10.0,0.4117647058823529,-1.0,5.0,0.08333333333333333,0.0,0.0,0.7833333611488342,2.0,0.6,2.0,3.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.72,0.8944271909999159,0.8,0.9310160279273987,5.0,0.7727272727272727,12.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.5572519083969466,0.9999217637298147,2.073155216284987,0.8272370653095844,0.8519387116948093,0
27613,a1042,b2060,0.09090909090909091,0.0,0.0,0.6844444274902344,12.0,0.19999999999999996,-7.0,3.0,0.13599299410434917,0.0,0.0,0.5613306818621457,6.794420861127956,0.3283460442915137,0.04244996967859309,3.0739842328684053,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.5555555555555556,0.75,0.6,0.9000000357627869,2.0,0.8333333333333334,10.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.5,0.75,0
27715,a1052,b1568,0.01639344262295082,0.0,0.0,0.5126984119415283,26.0,0.1333333333333333,1.0,4.0,0.0,0.0,0.0,0.4285714328289032,7.0,0.0,0.0,1.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.38095238095238093,0.5773502691896258,0.4,0.7675213813781738,4.0,0.6923076923076923,8.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.5572519083969466,0.9999217637298147,2.073155216284987,0.8272370653095844,0.8519387116948093,0
27721,a1052,b1824,0.02,0.0,0.0,0.5200501084327698,23.0,0.1785714285714286,-4.0,3.0,0.0,0.0,0.0,0.4285714328289032,7.0,0.0,0.0,1.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.45,0.5773502691896258,0.4,0.7675213813781738,4.0,0.6923076923076923,7.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.5572519083969466,0.9999217637298147,2.073155216284987,0.8272370653095844,0.8519387116948093,0
27722,a1052,b1854,0.0,0.0,0.0,0.49365079402923584,24.0,0.1428571428571429,-14.0,2.0,0.0,0.0,0.0,0.4285714328289032,7.0,0.0,0.0,1.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.38095238095238093,0.5773502691896258,0.4,0.7400285005569458,5.0,0.6153846153846154,7.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.5572519083969466,0.9999217637298147,2.073155216284987,0.8272370653095844,0.8519387116948093,0
27758,a1052,b2852,0.018867924528301886,0.0,0.0,0.62806636095047,22.0,0.2142857142857143,0.0,3.0,0.0,0.0,0.0,0.4285714328289032,7.0,0.0,0.0,1.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.38095238095238093,0.5773502691896258,0.4,0.7400285005569458,5.0,0.6153846153846154,7.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.5572519083969466,0.9999217637298147,2.073155216284987,0.8272370653095844,0.8519387116948093,0
27825,a1159,b1446,0.2857142857142857,0.8164965809277259,0.6666666666666666,0.8705882430076599,11.0,0.3529411764705882,-5.0,6.0,0.0,0.0,0.0,0.5222222208976746,9.0,0.09999999999999998,-4.0,1.0,0.0,0.0,0.0,0.4650793671607971,8.0,0.19999999999999996,-1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
27899,a1163,b335,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.5138888955116272,7.0,0.125,-2.0,2.0,0.0,0.0,0.0,0.5277777910232544,16.0,0.11111111111111116,-12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1
28128,a2198,b224,0.7037037037037037,0.75,0.6,0.9522009491920471,3.0,0.8636363636363636,17.0,17.0,0.0,0.0,0.0,0.4583333432674408,7.0,0.125,-3.0,1.0,0.0,0.0,0.0,0.4365079402923584,7.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
28143,a2198,b519,0.06818181818181818,0.0,0.0,0.5102453231811523,21.0,0.045454545454545414,0.0,5.0,0.0,0.0,0.0,0.4583333432674408,7.0,0.125,-3.0,1.0,0.0,0.0,0.0,0.44152048230171204,16.0,0.1578947368421053,-10.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.5572519083969466,0.9999217637298147,2.073155216284987,0.8272370653095844,1.0,0
28278,a2199,b962,1.0,1.0,1.0,1.0,0.0,1.0,7.0,7.0,0.5,0.0,0.0,0.9047619104385376,1.0,0.8571428571428572,6.0,6.0,0.0,0.0,0.0,0.5179487466812134,11.0,0.15384615384615385,-6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
28375,a2200,b519,0.34615384615384615,0.35355339059327373,0.2,0.8657142519950867,12.0,0.4285714285714286,-2.0,9.0,0.0,0.0,0.0,0.49074074625968933,15.0,0.16666666666666663,-7.0,2.0,0.027777777777777776,0.0,0.0,0.5573656558990479,13.0,0.3157894736842105,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.5572519083969466,0.9999217637298147,2.073155216284987,0.8272370653095844,0.875,1
28632,a2202,b1077,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.5,0.0,0.0,0.9047619104385376,1.0,0.8571428571428572,6.0,6.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30097,a97,b377,0.6190476190476191,0.6666666666666667,0.5,0.9174450635910034,3.0,0.8125,11.0,11.0,0.45454545454545453,0.0,0.0,0.8888888955116272,1.0,0.8333333333333334,5.0,5.0,0.0,0.0,0.0,0.4583333432674408,7.0,0.125,-3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
30108,a154,b51,0.3,0.7071067811865475,0.5,0.8705882430076599,11.0,0.3529411764705882,-5.0,6.0,0.5,0.0,0.0,0.9047619104385376,1.0,0.8571428571428572,6.0,6.0,0.0,0.0,0.0,0.5368871092796326,15.0,0.21052631578947367,-2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30124,a273,b478,0.21739130434782608,0.5773502691896258,0.3333333333333333,0.8400000333786011,16.0,0.19999999999999996,-12.0,4.0,0.5,0.0,0.0,0.9047619104385376,1.0,0.8571428571428572,6.0,6.0,0.0,0.0,0.0,0.4991452991962433,11.0,0.15384615384615385,-6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30139,a275,b1661,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.4,0.0,0.0,0.8666666746139526,1.0,0.8,4.0,4.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30151,a277,b1441,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.047619047619047616,0.0,0.0,0.5583333373069763,7.0,0.30000000000000004,1.0,3.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30194,a289,b2280,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.13599299410434917,0.0,0.0,0.5613306818621457,6.794420861127956,0.3283460442915137,0.04244996967859309,3.0739842328684053,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1
30209,a290,b2700,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,0.49074074625968933,15.0,0.16666666666666663,-7.0,2.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30213,a293,b272,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,0.5,0.0,0.0,0.9047619104385376,1.0,0.8571428571428572,6.0,6.0,0.0,0.0,0.0,0.4868420958518982,17.0,0.10526315789473684,-9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1
30251,a98,b1104,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.5,0.0,0.0,0.9047619104385376,1.0,0.8571428571428572,6.0,6.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
30258,a101,b1637,0.6756756756756757,0.6708203932499369,0.5,0.9210053086280823,3.0,0.9,25.0,25.0,0.0,0.0,0.0,0.5277777910232544,16.0,0.11111111111111116,-12.0,1.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30266,a102,b2619,0.7272727272727273,0.4999999999999999,0.3333333333333333,0.9764705896377563,1.0,0.9411764705882353,16.0,16.0,0.25,0.0,0.0,0.7777777910232544,2.0,0.75,6.0,6.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8519387116948093,1
30387,a200,b2744,0.85,1.0,1.0,0.9757353067398071,1.0,0.9411764705882353,15.0,15.0,0.13599299410434917,0.0,0.0,0.5613306818621457,6.794420861127956,0.3283460442915137,0.04244996967859309,3.0739842328684053,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.6666666666666667,0.875,1
30391,a201,b1904,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.4,0.0,0.0,0.8666666746139526,1.0,0.8,4.0,4.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30412,a223,b2775,0.4166666666666667,0.4999999999999999,0.3333333333333333,0.9214285612106323,4.0,0.75,10.0,12.0,0.0,0.0,0.0,0.5833333134651184,6.0,0.25,-2.0,2.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8519387116948093,1
30463,a100,b1135,0.6521739130434783,0.6666666666666667,0.5,0.9541666507720947,3.0,0.8333333333333334,13.0,13.0,0.0,0.0,0.0,0.4444444477558136,11.0,0.08333333333333337,-3.0,2.0,0.0,0.0,0.0,0.511904776096344,12.0,0.1428571428571429,-4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.75,0.875,1
30477,a104,b908,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,0.0,0.0,0.0,0.0,9.0,0.0,-1.0,0.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30480,a815,b675,1.0,1.0,1.0,1.0,0.0,1.0,21.0,21.0,0.0,0.0,0.0,0.4444444477558136,11.0,0.08333333333333337,-3.0,2.0,0.0,0.0,0.0,0.5108225345611572,18.0,0.18181818181818177,-4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1
30486,a817,b1225,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.41798943281173706,9.0,0.0,-2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30506,a825,b1225,0.023809523809523808,0.0,0.0,0.532608687877655,18.0,0.21739130434782605,-2.0,4.0,0.0,0.0,0.0,0.3452380895614624,7.0,0.125,0.0,2.0,0.0,0.0,0.0,0.4105339050292969,19.0,0.13636363636363635,-12.0,2.0,0.5384615384615384,0.75,0.6,0.9050925970077515,3.0,0.8333333333333334,15.0,15.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.5833333333333333,0.875,0
30511,a826,b2964,0.391304347826087,0.40824829046386296,0.25,0.7994318008422852,5.0,0.6875,7.0,11.0,0.0,0.0,0.0,0.4444444477558136,11.0,0.08333333333333337,-3.0,2.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30532,a837,b675,0.06382978723404255,0.25,0.14285714285714285,0.6231746077537537,19.0,0.24,-2.0,7.0,0.0,0.0,0.0,0.4305555522441864,10.0,0.16666666666666663,-2.0,1.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.5384615384615384,0.75,0.6,0.8888888955116272,4.0,0.7777777777777778,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.5833333333333333,0.75,0
30553,a852,b908,0.08108108108108109,0.0,0.0,0.5933952331542969,14.0,0.26315789473684215,2.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,0.5384615384615384,0.6666666666666667,0.5,0.9259259104728699,4.0,0.7777777777777778,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.6666666666666667,0.875,0
30568,a148,b148,1.0,1.0,1.0,1.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0,0.47727271914482117,10.0,0.09090909090909094,-2.0,1.0,0.0,0.0,0.0,0.5761904716491699,7.0,0.30000000000000004,0.0,3.0,0.42857142857142855,0.5,0.3333333333333333,0.9196881055831909,8.0,0.7037037037037037,11.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1
30853,a894,b38,1.0,1.0,1.0,1.0,0.0,1.0,18.0,18.0,0.0,0.0,0.0,0.46666666865348816,4.0,0.19999999999999996,0.0,1.0,0.0,0.0,0.0,0.4583333432674408,8.0,0.0,-4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
30931,a896,b225,0.5365853658536586,0.7302967433402214,0.5714285714285714,0.9038228392601013,12.0,0.6363636363636364,12.0,17.0,0.5384615384615384,0.0,0.0,0.9166666865348816,1.0,0.875,7.0,7.0,0.11764705882352941,0.0,0.0,0.6499999761581421,6.0,0.4,-1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
31070,a901,b47,1.0,1.0,1.0,1.0,0.0,1.0,25.0,25.0,0.23809523809523808,0.0,0.0,0.648809552192688,7.0,0.5,1.0,7.0,0.04062456970781939,0.0,0.0,0.4700420622136425,9.969356486210419,0.19369067060925027,-3.010214504596527,2.1144024514811033,1.0,1.0,1.0,1.0,0.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
31148,a902,b282,0.6875,0.6666666666666667,0.5,0.9857142567634583,1.0,0.9285714285714286,12.0,13.0,0.0,0.0,0.0,0.4305555522441864,11.0,0.08333333333333337,-3.0,1.0,0.0,0.0,0.0,0.5277777910232544,16.0,0.11111111111111116,-12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,19.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.875,1
