_id,ltable_id,rtable_id,ltable_name,ltable_address,ltable_city,ltable_zipcode,ltable_phone,rtable_name,rtable_address,rtable_city,rtable_zipcode,rtable_phone
20473,a169,b232,Little Jewel of New Orleans,207 Ord St,Los Angeles,90012.0,2136200461.0,The Little Jewel of New Orleans,207 Ord St,Los Angeles,90012.0,2136200461.0
20596,a173,b369,Badmaash,108 W 2nd St,Los Angeles,90012.0,2132217466.0,BadmaashLA,108 W 2nd St,Los Angeles,90012.0,2132217466.0
20727,a175,b695,Suehiro Cafe,337 E 1st St,Los Angeles,90012.0,2136269132.0,Suehiro Cafe,337 E 1st St,Los Angeles,90012.0,2136269132.0
20815,a176,b13,Komasa Sushi,351 E 2nd St,Los Angeles,90012.0,2136801792.0,Sushi Gen,422 E 2nd St,Los Angeles,90012.0,2136170552.0
20856,a176,b981,Komasa Sushi,351 E 2nd St,Los Angeles,90012.0,2136801792.0,Komasa,351 E 2nd St,Los Angeles,90012.0,2136801792.0
20875,a176,b1717,Komasa Sushi,351 E 2nd St,Los Angeles,90012.0,2136801792.0,Koraku Restaurant,314 E 2nd St,Los Angeles,90012.0,2136874972.0
20907,a176,b2656,Komasa Sushi,351 E 2nd St,Los Angeles,90012.0,2136801792.0,Hashi,442 E 2nd St,Los Angeles,90012.0,2136170237.0
20918,a176,b2931,Komasa Sushi,351 E 2nd St,Los Angeles,90012.0,2136801792.0,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012.0,2136877780.0
20935,a177,b105,Otium,222 S Hope St,Los Angeles,90012.0,2139358500.0,Otium Restaurant,222 S Hope St,Los Angeles,90012.0,2139358500.0
21054,a178,b277,Oomasa,100 Japanese Village Plz,Los Angeles,90012.0,2136239048.0,Oomasa,100 Alameda street,Los Angeles,90012.0,2136239048.0
21198,a180,b923,Curry House,123 Astronaut E S Onizuka St,Los Angeles,90012.0,2136200855.0,Curry House,123 Astronaut E S Onizuka St,Los Angeles,90012.0,2136877344.0
21288,a182,b337,Sushi Enya,343 E 1st St,Los Angeles,90012.0,,Daikokuya,327 E 1st St,Los Angeles,90012.0,2136261680.0
21308,a182,b742,Sushi Enya,343 E 1st St,Los Angeles,90012.0,,Sushi Enya,343 E 1st St,Los Angeles,90012.0,6263653512.0
21344,a182,b1896,Sushi Enya,343 E 1st St,Los Angeles,90012.0,,Toshi Sushi,359 E 1st St,Los Angeles,90012.0,2136804166.0
21395,a185,b13,Men Oh Tokushima Ramen,456 E 2nd St,Los Angeles,90012.0,2136878485.0,Sushi Gen,422 E 2nd St,Los Angeles,90012.0,2136170552.0
21475,a185,b2421,Men Oh Tokushima Ramen,456 E 2nd St,Los Angeles,90012.0,2136878485.0,Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012.0,2136800344.0
21498,a185,b2931,Men Oh Tokushima Ramen,456 E 2nd St,Los Angeles,90012.0,2136878485.0,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012.0,2136877780.0
21512,a189,b27,Kura Revolving Sushi Bar,333 E 2nd St,Los Angeles,90012.0,2132909631.0,Redbird,114 E 2nd St,Los Angeles,90012.0,2137881191.0
21536,a189,b636,Kura Revolving Sushi Bar,333 E 2nd St,Los Angeles,90012.0,2132909631.0,Kula Revolving Sushi Bar,333 E 2nd St,Los Angeles,90012.0,2132909631.0
21891,a484,b865,Eastside Market Italian Deli,1013 Alpine St,Los Angeles,90012.0,2132502464.0,Eastside Market,1013 Alpine St,Los Angeles,90012.0,2132502464.0
22029,a491,b1494,Mexicali Taco & Co,702 N Figueroa St,Los Angeles,90012.0,2136130416.0,Mexicali Taco & Co.,704 N Figueroa St,Los Angeles,90012.0,2136130416.0
22413,a575,b2607,Ramen Champ,727 N Bdwy,Los Angeles,90012.0,2132660055.0,Ramen Champ,727 N Broadway,Los Angeles,90012.0,
22592,a577,b947,Phoenix Inn Chinese Cuisine,301 Ord St,Los Angeles,90012.0,2136292812.0,Phoenix Inn Chinese Cuisine,301 Ord St,Los Angeles,90012.0,2136292812.0
22825,a579,b955,Kim Chuy Restaurant,727 N Broadway,Los Angeles,90012.0,2136877215.0,Golden Dragon Restaurant,960 N Broadway,Los Angeles,90012.0,2136265916.0
22874,a579,b2530,Kim Chuy Restaurant,727 N Broadway,Los Angeles,90012.0,2136877215.0,Hong Kong B-B-Q Restaurant,803-807 N. Broadway,Los Angeles,90012.0,2136877238.0
22897,a579,b3065,Kim Chuy Restaurant,727 N Broadway,Los Angeles,90012.0,2136877215.0,Hop Woo BBQ & Seafood Restaurant,845 N Broadway,Los Angeles,90012.0,2136173038.0
23106,a581,b2530,Thien Huong,727 N Broadway,Los Angeles,90012.0,2136260764.0,Hong Kong B-B-Q Restaurant,803-807 N. Broadway,Los Angeles,90012.0,2136877238.0
23109,a581,b2607,Thien Huong,727 N Broadway,Los Angeles,90012.0,2136260764.0,Ramen Champ,727 N Broadway,Los Angeles,90012.0,
23124,a581,b2984,Thien Huong,727 N Broadway,Los Angeles,90012.0,2136260764.0,Fortune Gourmet Kitchen,727 N Broadway Ste 215,Los Angeles,90012.0,2136288188.0
23245,a582,b3065,Qin West Noodle,727 N Broadway,Los Angeles,90012.0,2136871063.0,Hop Woo BBQ & Seafood Restaurant,845 N Broadway,Los Angeles,90012.0,2136173038.0
23770,a587,b1551,Oleego by Park's BBQ,635 N Broadway,Los Angeles,90012.0,2136139092.0,Sam Woo Chinese BBQ,803 N Broadway # 807,Los Angeles,90012.0,2136877238.0
23802,a587,b2530,Oleego by Park's BBQ,635 N Broadway,Los Angeles,90012.0,2136139092.0,Hong Kong B-B-Q Restaurant,803-807 N. Broadway,Los Angeles,90012.0,2136877238.0
23825,a587,b3065,Oleego by Park's BBQ,635 N Broadway,Los Angeles,90012.0,2136139092.0,Hop Woo BBQ & Seafood Restaurant,845 N Broadway,Los Angeles,90012.0,2136173038.0
24057,a589,b3065,Lien Hoa Deli & Seafood Market,721 N Broadway,Los Angeles,90012.0,2136255001.0,Hop Woo BBQ & Seafood Restaurant,845 N Broadway,Los Angeles,90012.0,2136173038.0
24119,a590,b1568,New Kamara,709 N Hill St,Los Angeles,90012.0,2136201090.0,New Dragon Sea Food Restaurant,934 N Hill St,Los Angeles,90012.0,2136266050.0
24669,a1017,b642,JiST Cafe,116 Judge John Aiso St,Los Angeles,90012.0,2137922116.0,Jist Cafe,116 Judge John Aiso St,Los Angeles,90012.0,2137922116.0
24819,a1018,b1717,Kouraku Restaurant,314 E 2nd St,Los Angeles,90012.0,2136874972.0,Koraku Restaurant,314 E 2nd St,Los Angeles,90012.0,2136874972.0
24844,a1018,b2497,Kouraku Restaurant,314 E 2nd St,Los Angeles,90012.0,2136874972.0,kagaya japanese restaurant,418 E 2nd St,Los Angeles,90012.0,2136171016.0
24915,a1019,b975,Mr Ramen,341 1/2 E 1st St,Los Angeles,90012.0,2136264252.0,Mr. Ramen,341 E 1st St,Los Angeles,90012.0,2136264252.0
24921,a1019,b1175,Mr Ramen,341 1/2 E 1st St,Los Angeles,90012.0,2136264252.0,Manichi Ramen,321 1/4 E 1st St,Los Angeles,90012.0,2136139888.0
25038,a1020,b1246,Izakaya Fu-ga,111 S San Pedro St,Los Angeles,90012.0,2136251722.0,Fu-Ga,111 S San Pedro St,Los Angeles,90012.0,2136251722.0
25181,a1021,b2203,TOT / Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012.0,2136800344.0,Liliya China Bistro,108 W 2nd St,Los Angeles,90012.0,2136201717.0
25187,a1021,b2421,TOT / Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012.0,2136800344.0,Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012.0,2136800344.0
25287,a1022,b1893,Mitsuru Cafe,117 Japanese Village Plz Mall,Los Angeles,90012.0,2136131028.0,Mitsuru Cafe,117 Japanese Village Plaza Mall,Los Angeles,90012.0,2136131028.0
25379,a1023,b975,My Ramen Bar,321 1/4 E 1st St,Los Angeles,90012.0,2136139888.0,Mr. Ramen,341 E 1st St,Los Angeles,90012.0,2136264252.0
25385,a1023,b1175,My Ramen Bar,321 1/4 E 1st St,Los Angeles,90012.0,2136139888.0,Manichi Ramen,321 1/4 E 1st St,Los Angeles,90012.0,2136139888.0
25406,a1023,b1954,My Ramen Bar,321 1/4 E 1st St,Los Angeles,90012.0,2136139888.0,Far Bar,347 E 1st St,Los Angeles,90012.0,2136179990.0
25571,a1025,b13,Zencu Sushi & Grill,319 E 2nd St,Los Angeles,90012.0,2136877780.0,Sushi Gen,422 E 2nd St,Los Angeles,90012.0,2136170552.0
25649,a1025,b2411,Zencu Sushi & Grill,319 E 2nd St,Los Angeles,90012.0,2136877780.0,redwood bar and grill,316 W 2nd St,Los Angeles,90012.0,2136802600.0
25663,a1025,b2656,Zencu Sushi & Grill,319 E 2nd St,Los Angeles,90012.0,2136877780.0,Hashi,442 E 2nd St,Los Angeles,90012.0,2136170237.0
25674,a1025,b2931,Zencu Sushi & Grill,319 E 2nd St,Los Angeles,90012.0,2136877780.0,Zencu Sushi and Grill,319 E 2nd St Ste 206,Los Angeles,90012.0,2136877780.0
25910,a1027,b3039,Sushi & Teri,116 Japanese Village Plz Mall,Los Angeles,90012.0,2136878368.0,Sushi and Teri,116 Japanese Village Plaza Mall,Los Angeles,90012.0,2136878368.0
25953,a1028,b900,Kagura Downtown,137 Japanese Village Plz,Los Angeles,90012.0,2136809868.0,Kagura Downtown,137 Japanese Village Plaza Mall,Los Angeles,90012.0,2136809686.0
26107,a1029,b2186,Korean Kitchen Hibachi Barbeque,135 Japanese Village Pl Mall,Los Angeles,90012.0,2136801039.0,Korean Kitchen Hibachi Barbeque,135 Japanese Village Plaza Mall,Los Angeles,90012.0,2136801039.0
26276,a1031,b337,Izakaya Gazen,362 E 1st St,Los Angeles,90012.0,2136131415.0,Daikokuya,327 E 1st St,Los Angeles,90012.0,2136261680.0
26423,a1032,b975,RAKKAN Ramen,359 E 1st St,Los Angeles,90012.0,2136804166.0,Mr. Ramen,341 E 1st St,Los Angeles,90012.0,2136264252.0
26429,a1032,b1175,RAKKAN Ramen,359 E 1st St,Los Angeles,90012.0,2136804166.0,Manichi Ramen,321 1/4 E 1st St,Los Angeles,90012.0,2136139888.0
26695,a1034,b2421,Tokyo Beat,319 E 2nd St,Los Angeles,90012.0,2136255708.0,Teishokuya of Tokyo,345 E 2nd St,Los Angeles,90012.0,2136800344.0
26796,a1035,b1896,Mitsuru Sushi & Grill,316 E 1st St,Los Angeles,90012.0,2136264046.0,Toshi Sushi,359 E 1st St,Los Angeles,90012.0,2136804166.0
26809,a1035,b2411,Mitsuru Sushi & Grill,316 E 1st St,Los Angeles,90012.0,2136264046.0,redwood bar and grill,316 W 2nd St,Los Angeles,90012.0,2136802600.0
26810,a1035,b2414,Mitsuru Sushi & Grill,316 E 1st St,Los Angeles,90012.0,2136264046.0,San Sui Tei,313 E 1st St,Los Angeles,90012.0,2136130100.0
26932,a1036,b2497,Poke Express By Honda-Ya,316 E 2nd St,Los Angeles,90012.0,2136283665.0,kagaya japanese restaurant,418 E 2nd St,Los Angeles,90012.0,2136171016.0
27028,a1037,b1896,Tamon Sushi,328 E 1st St,Los Angeles,90012.0,2136177839.0,Toshi Sushi,359 E 1st St,Los Angeles,90012.0,2136804166.0
27033,a1037,b2060,Tamon Sushi,328 E 1st St,Los Angeles,90012.0,2136177839.0,Tamon,328 E 1st St,Los Angeles,90012.0,2136177839.0
27042,a1037,b2414,Tamon Sushi,328 E 1st St,Los Angeles,90012.0,2136177839.0,San Sui Tei,313 E 1st St,Los Angeles,90012.0,2136130100.0
27223,a1039,b695,Chinchikurin Hiroshima Okonomiyaki,350 E 1st St,Los Angeles,90012.0,2136260480.0,Suehiro Cafe,337 E 1st St,Los Angeles,90012.0,2136269132.0
27260,a1039,b1896,Chinchikurin Hiroshima Okonomiyaki,350 E 1st St,Los Angeles,90012.0,2136260480.0,Toshi Sushi,359 E 1st St,Los Angeles,90012.0,2136804166.0
27337,a1040,b642,Union Center Cafe,116 Judge Aiso St,Los Angeles,90012.0,,Jist Cafe,116 Judge John Aiso St,Los Angeles,90012.0,2137922116.0
27613,a1042,b2060,Tanota Takoyaki,350 E 1st St,Los Angeles,90012.0,2136260481.0,Tamon,328 E 1st St,Los Angeles,90012.0,2136177839.0
27715,a1052,b1568,Cilantro Fresh Mexican Grill,1149 Hill St,Los Angeles,90012.0,,New Dragon Sea Food Restaurant,934 N Hill St,Los Angeles,90012.0,2136266050.0
27721,a1052,b1824,Cilantro Fresh Mexican Grill,1149 Hill St,Los Angeles,90012.0,,Foo-Chow Restaurant,949 N Hill St,Los Angeles,90012.0,2134851294.0
27722,a1052,b1854,Cilantro Fresh Mexican Grill,1149 Hill St,Los Angeles,90012.0,,Full House,963 N Hill St,Los Angeles,90012.0,2136178382.0
27758,a1052,b2852,Cilantro Fresh Mexican Grill,1149 Hill St,Los Angeles,90012.0,,Golden City Restaurant,960 N Hill St,Los Angeles,90012.0,2132532660.0
27825,a1159,b1446,Pho 87,1019 N Broadway,Los Angeles,90012.0,3232270758.0,Pho 87 Restaurant,1019 N Broadway,Los Angeles,90012.0,3232270758.0
27899,a1163,b335,Nick's Cafe,1300 N Spring St,Los Angeles,90012.0,3232221450.0,Nick's Cafe,1300 N Spring St,Los Angeles,90012.0,3232221450.0
28128,a2198,b224,Noe Restaurant and Bar,251 S Olive St,Los Angeles,90012.0,2133564100.0,Noe Restaurant & Bar,251 S Olive St,Los Angeles,90012.0,2133564100.0
28143,a2198,b519,Noe Restaurant and Bar,251 S Olive St,Los Angeles,90012.0,2133564100.0,Grand Cafe Omni Hotel,251 S Olive St,Los Angeles,90012.0,
28278,a2199,b962,Vespaio,225 S Grand Ave,Los Angeles,90012.0,2132217244.0,Vespaio,225 S Grand Ave,Los Angeles,90012.0,2132217244.0
28375,a2200,b519,Grand Café,251 S Olive St,Los Angeles,90012.0,2133564155.0,Grand Cafe Omni Hotel,251 S Olive St,Los Angeles,90012.0,
28632,a2202,b1077,Ocho Mexican Grill,255 S Grand Ave,Los Angeles,90012.0,2137884888.0,Ocho Mexican Grill,255 S Grand Ave,Los Angeles,90012.0,2137884888.0
30097,a97,b377,Church & State,1850 Industrial St,Los Angeles,90021.0,2134051434.0,Church and State,1850 Industrial St,Los Angeles,90021.0,2134051434.0
30108,a154,b51,Bestia,2121 E 7th Pl,Los Angeles,90021.0,2135145724.0,Bestia Restaurant,2121 E 7th Pl,Los Angeles,90021.0,2135145724.0
30124,a273,b478,Yxta Cocina Mexicana,601 S Central Ave,Los Angeles,90021.0,2135965579.0,Yxta,601 S Central Ave,Los Angeles,90021.0,2135965579.0
30139,a275,b1661,Pizzanista!,2019 E 7th St,Los Angeles,90021.0,2136271430.0,Pizzanista!,2019 E 7th St,Los Angeles,90021.0,2136271430.0
30151,a277,b1441,Little Bear,1855 Industrial St,Los Angeles,90021.0,2136228100.0,Little Bear,1855 Industrial St,Los Angeles,90021.0,2136228100.0
30194,a289,b2280,Pour Haus Wine Bar,1820 Industrial St,Los Angeles,90021.0,2133270304.0,Pour Haus Wine Bar,1820 Industrial St,Los Angeles,90021.0,2133270304.0
30209,a290,b2700,Farmer Boys,726 S Alameda St,Los Angeles,90021.0,2132288999.0,Farmer Boys,726 S Alameda St,Los Angeles,90021.0,2132288999.0
30213,a293,b272,Officine Brera,1331 E 6th St,Los Angeles,90021.0,2135538006.0,Officine Brera,1331 E 6th St,Los Angeles,90021.0,2135538006.0
30251,a98,b1104,Taqueria Los Anaya,4651 W Adams Blvd,Los Angeles,90016.0,3237314070.0,Taqueria Los Anaya,4651 W Adams Blvd,Los Angeles,90016.0,3237314070.0
30258,a101,b1637,Honey Bee's House of Breakfast,4715 W Adams Blvd,Los Angeles,90016.0,3237317203.0,Honeybees House of Breakfast,4715 W Adams Blvd,Los Angeles,90016.0,3237317203.0
30266,a102,b2619,Phillips Barbecue,2619 Crenshaw Blvd,Los Angeles,90016.0,3237314772.0,Phillips Barbeque,2619 Crenshaw Blvd,Los Angeles,90016.0,3237314772.0
30387,a200,b2744,JNJ Burger  & BBQ,5754 W Adams Blvd,Los Angeles,90016.0,3239345390.0,JNJ Burger & BBQ,5754 W Adams Blvd,Los Angeles,90016.0,3239337366.0
30391,a201,b1904,Delicious Pizza,5419 W Adams Blvd,Los Angeles,90016.0,3234243014.0,Delicious Pizza,5419 W Adams Blvd,Los Angeles,90016.0,3234243014.0
30412,a223,b2775,Normandie Bakery,3022 S Cochran Ave,Los Angeles,90016.0,3239395528.0,Normandie Pate,3022 S Cochran Ave,Los Angeles,90016.0,3239395528.0
30463,a100,b1135,Harold & Belle's,2920 W Jefferson Blvd,Los Angeles,90018.0,3237359918.0,Harold and Belle's,2920 W Jefferson Blvd,Los Angeles,90018.0,3237359023.0
30477,a104,b908,Dulan's On Crenshaw,4859 Crenshaw Blvd,Los Angeles,90043.0,3232963034.0,Dulan's On Crenshaw,4859 Crenshaw Blvd,Los Angeles,90043.0,3232963034.0
30480,a815,b675,Orleans and York Deli,4454 W Slauson Ave,Los Angeles,90043.0,3232918800.0,Orleans and York Deli,4454 W Slauson Ave,Los Angeles,90043.0,3232918800.0
30486,a817,b1225,Simply Wholesome,4508 W Slauson Ave,Los Angeles,90043.0,3232942144.0,Simply Wholesome,4508 W Slauson Ave,Los Angeles,90043.0,3232942144.0
30506,a825,b1225,Fred's Downhome Burgers,2524 W Slauson Ave,Los Angeles,90043.0,3232987762.0,Simply Wholesome,4508 W Slauson Ave,Los Angeles,90043.0,3232942144.0
30511,a826,b2964,La Louisanne,5812 Overhill Dr,Los Angeles,90043.0,3232935073.0,LA Louisanne INC,5812 Overhill Dr,Los Angeles,90043.0,3232935073.0
30532,a837,b675,Mama's Chicken and Market,2510 W Slauson Ave,Los Angeles,90043.0,3232929696.0,Orleans and York Deli,4454 W Slauson Ave,Los Angeles,90043.0,3232918800.0
30553,a852,b908,Jordan's Hot Dogs,5960 Crenshaw Blvd,Los Angeles,90043.0,3232993647.0,Dulan's On Crenshaw,4859 Crenshaw Blvd,Los Angeles,90043.0,3232963034.0
30568,a148,b148,JW's Steakhouse,5855 West Century Boulevard,Los Angeles,90045.0,3106415700.0,JW's Steakhouse,5855 W Century Blvd,Los Angeles,90045.0,3106415700.0
30853,a894,b38,Ayara Thai Cuisine,6245 W 87th St,Los Angeles,90045.0,3104108848.0,Ayara Thai Cuisine,6245 W 87th St,Los Angeles,90045.0,3104108848.0
30931,a896,b225,Kanpai Japanese Sushi Bar & Grill,8325 Lincoln Blvd,Los Angeles,90045.0,3103387223.0,Kanpai Sushi Bar and Grill,8325 Lincoln Blvd,Los Angeles,90045.0,3103387223.0
31070,a901,b47,Truxton's American Bistro,8611 Truxton Ave,Los Angeles,90045.0,3104178789.0,Truxton's American Bistro,8611 Truxton Ave,Los Angeles,90045.0,3104178789.0
31148,a902,b282,The Coffee Co,8751 La Tijera Blvd,Los Angeles,90045.0,3106457315.0,The Coffee Co.,8751 La Tijera Blvd,Los Angeles,90045.0,3106457315.0
31215,a905,b118,Pann's Restaurant,6710 La Tijera Blvd,Los Angeles,90045.0,3237763770.0,Pann's,6710 La Tijera Blvd,Los Angeles,90045.0,3237763770.0
31293,a906,b299,Dinah's Family Restaurant,6521 S Sepulveda Blvd,Los Angeles,90045.0,3106450456.0,Dinah's Family Restaurant,6521 S Sepulveda Blvd,Los Angeles,90045.0,3106450456.0
31371,a914,b736,Humble Potato,8321 Lincoln Blvd,Los Angeles,90045.0,3239892242.0,Humble Potato - the original Hambaga,8321 Lincoln Blvd,Los Angeles,90045.0,3239892242.0
31428,a918,b35,Aliki's Greek Taverna,5862 Arbor Vitae St,Los Angeles,90045.0,3106459555.0,Aliki's Greek Taverna,5862 Arbor Vitae St,Los Angeles,90045.0,3106459555.0
31551,a921,b2308,KC's Crepes Cafe,8320 Lincoln Blvd,Los Angeles,90045.0,3103489697.0,Bristol Cafe in Bristol Farms,8448 Lincoln Blvd,Los Angeles,90045.0,
31639,a922,b2829,Dave & Buster's,6081 Center Dr,Los Angeles,90045.0,3108469950.0,Dave & Buster's Restaurant,6081 Center Dr,Los Angeles,90045.0,3108469950.0
31650,a923,b193,Benny's Tacos & Chicken Rotisserie,7101 W Manchester Ave,Los Angeles,90045.0,3106708226.0,Jino's Pars,5844 W Manchester Ave,Los Angeles,90045.0,3106456666.0
31656,a923,b631,Benny's Tacos & Chicken Rotisserie,7101 W Manchester Ave,Los Angeles,90045.0,3106708226.0,Paco's Tacos,6212 W Manchester Ave,Los Angeles,90045.0,3106458692.0
31668,a923,b1115,Benny's Tacos & Chicken Rotisserie,7101 W Manchester Ave,Los Angeles,90045.0,3106708226.0,Benny's Tacos & Chicken Rotisserie,7101 W Manchester Ave,Los Angeles,90045.0,3106708226.0
31732,a926,b811,Kabuki Japanese Restaurant,6081 Center Dr,Los Angeles,90045.0,3106415524.0,Kabuki Japanese Restaurant,6081 Center Dr Ste 203,Los Angeles,90045.0,3106415524.0
31825,a929,b1625,The Ramen Joint,6220 W 87th St,Los Angeles,90045.0,4242279328.0,The Ramen Joint,6220 W 87th St,Los Angeles,90045.0,4242279328.0
31938,a935,b193,Paco's Tacos,6212 W Manchester Ave,Los Angeles,90045.0,3106458692.0,Jino's Pars,5844 W Manchester Ave,Los Angeles,90045.0,3106456666.0
31944,a935,b631,Paco's Tacos,6212 W Manchester Ave,Los Angeles,90045.0,3106458692.0,Paco's Tacos,6212 W Manchester Ave,Los Angeles,90045.0,3106458692.0
31956,a935,b1115,Paco's Tacos,6212 W Manchester Ave,Los Angeles,90045.0,3106458692.0,Benny's Tacos & Chicken Rotisserie,7101 W Manchester Ave,Los Angeles,90045.0,3106708226.0
32067,a1075,b2695,TGI Fridays,6721 La Tijera Blvd,Los Angeles,90045.0,3103371143.0,TGI Friday's,6721 La Tijera Blvd,Los Angeles,90045.0,3103371143.0
32075,a1075,b3093,TGI Fridays,6721 La Tijera Blvd,Los Angeles,90045.0,3103371143.0,Magic Johnson's T.G. I. Friday's,6721 La Tijera Blvd,Los Angeles,90045.0,
32140,a1076,b2737,Derrick's Jamaican Cuisine,6806 La Tijera Blvd,Los Angeles,90045.0,3106417572.0,Derrick's Jamaican Cuisine,6806 La Tijera Blvd,Los Angeles,90045.0,3106417572.0
32801,a2178,b169,Daily Grill,5410 W Century Blvd,Los Angeles,90045.0,3106650149.0,Daily Grill on Century,5400 W Century Blvd,Los Angeles,90045.0,3106650149.0
32878,a2179,b400,Denny's,5535 W Century,Los Angeles,90045.0,3104101712.0,Denny's - Century Blvd.,5535 W Century Blvd,Los Angeles,90045.0,3104101712.0
33257,a2184,b1270,96th Street Bistro,9620 Airport Blvd,Los Angeles,90045.0,3103372800.0,96th Street Bistro,9620 Airport Blvd,Los Angeles,90045.0,3103372800.0
33333,a2185,b1458,Trimana,5757 W Century Blvd,Los Angeles,90045.0,3106410699.0,Trimana,5757 W Century Blvd,Los Angeles,90045.0,3106410699.0
33410,a2186,b1645,Landings Bar & Lounge,5711 W Century Blvd,Los Angeles,90045.0,,Andiamo,5711 W Century Blvd,Los Angeles,90045.0,3104104000.0
33422,a2186,b2235,Landings Bar & Lounge,5711 W Century Blvd,Los Angeles,90045.0,,Star Noodle Express,5310 W Century Blvd,Los Angeles,90045.0,3103381337.0
33482,a2187,b1645,Andiamo,5711 W Century Blvd,Los Angeles,90045.0,3104104000.0,Andiamo,5711 W Century Blvd,Los Angeles,90045.0,3104104000.0
33551,a2188,b1554,The Cafe at the LAX Hilton,5711 W Century Blvd,Los Angeles,90045.0,3104104000.0,The Bistro,5711 W Century Blvd,Los Angeles,90045.0,
33562,a2188,b1981,The Cafe at the LAX Hilton,5711 W Century Blvd,Los Angeles,90045.0,3104104000.0,The Cafe,5711 W Century Blvd,Los Angeles,90045.0,
33634,a2189,b1981,Plaza Cafe,5777 W Century Blvd,Los Angeles,90045.0,3106457922.0,The Cafe,5711 W Century Blvd,Los Angeles,90045.0,
33911,a2193,b1554,Cafe Blvd,5400 West Century Blvd,Los Angeles,90045.0,3102165858.0,The Bistro,5711 W Century Blvd,Los Angeles,90045.0,
33922,a2193,b1981,Cafe Blvd,5400 West Century Blvd,Los Angeles,90045.0,3102165858.0,The Cafe,5711 W Century Blvd,Los Angeles,90045.0,
34110,a2240,b893,Melody Bar and Grill,9132 S Sepulveda Blvd,Los Angeles,90045.0,3106701994.0,Kanpai Sushi Bar and Grill,8736 S Sepulveda Blvd,Los Angeles,90045.0,3106700533.0
34448,a2244,b2842,Courtyard Cafe,8939 S Sepulveda Blvd,Los Angeles,90045.0,3104100770.0,Courtyard Cafe,8939 S Sepulveda Blvd,Los Angeles,90045.0,3104100770.0
35351,a2257,b1554,The Palmira Bar & Grill,6225 W Century Blvd,Los Angeles,90045.0,3103376571.0,The Bistro,5711 W Century Blvd,Los Angeles,90045.0,
35362,a2257,b1981,The Palmira Bar & Grill,6225 W Century Blvd,Los Angeles,90045.0,3103376571.0,The Cafe,5711 W Century Blvd,Los Angeles,90045.0,
35646,a2261,b1868,Unity LA,6225 W Century Blvd,Los Angeles,90045.0,4247021234.0,Unity LA Restaurant,6225 W Century Blvd,Los Angeles,90045.0,4247021234.0
36057,a2267,b993,Tacos Y Mariscos,Westchester Pkwy & Sepulveda,Los Angeles,90045.0,,Mercado Buenos Aires,7540 S Sepulveda Blvd,Los Angeles,90045.0,8187860522.0
36080,a2267,b1931,Tacos Y Mariscos,Westchester Pkwy & Sepulveda,Los Angeles,90045.0,,LaRocco's Pizzeria,8806 S Sepulveda Blvd,Los Angeles,90045.0,3106420029.0
36095,a2267,b2574,Tacos Y Mariscos,Westchester Pkwy & Sepulveda,Los Angeles,90045.0,,Boston Market,8901 S Sepulveda Blvd,Los Angeles,90045.0,3104100111.0
36185,a2270,b169,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Daily Grill on Century,5400 W Century Blvd,Los Angeles,90045.0,3106650149.0
36190,a2270,b400,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Denny's - Century Blvd.,5535 W Century Blvd,Los Angeles,90045.0,3104101712.0
36205,a2270,b1154,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Century Taproom,5985 W Century Blvd,Los Angeles,90045.0,3106427500.0
36222,a2270,b1868,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Unity LA Restaurant,6225 W Century Blvd,Los Angeles,90045.0,4247021234.0
36230,a2270,b2235,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Star Noodle Express,5310 W Century Blvd,Los Angeles,90045.0,3103381337.0
36232,a2270,b2381,Century Restaurant,6225 W Century Blvd,Los Angeles,90045.0,,Panang Thai Restaurant,5310 W Century Blvd,Los Angeles,90045.0,3104177944.0
36325,a155,b120,Guisados,2100 East Cesar E Chavez Ave,Los Angeles,90033.0,3232647201.0,Guisados,2100 E Cesar E Chavez Ave,Los Angeles,90033.0,3232647201.0
36363,a196,b2003,Brunello Trattoria,6001 Washington Blvd,Culver City,90232.0,3102803856.0,Brunello Trattoria,6001 Washington Blvd,Culver City,90232.0,3102803856.0
36377,a197,b2844,JR's Barbeque,3055 La Cienega Blvd,Culver City,90232.0,3108376838.0,JR's Genuine Barbeque,3055 La Cienega Blvd,Culver City,90232.0,3108376838.0
36422,a424,b554,Tender Greens,9523 Culver Blvd,Culver City,90232.0,3108428300.0,Tender Greens,9523 Culver Blvd,Culver City,90232.0,3108428300.0
36439,a427,b1378,Rush Street,9546 Washington Blvd,Culver City,90232.0,3108379546.0,Rush Street,9546 Washington Blvd,Culver City,90232.0,3108379546.0
36460,a605,b1303,Public School 310,9411 Culver Blvd,Culver City,90232.0,3105580414.0,Public School 310,9411 Culver Blvd,Culver City,90232.0,3105580421.0
